ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,YEAR_TYPE,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,First year,Demand totals,22145,33895,45581,57290,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Fourth year (optional),Supply totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Sixth year (optional),Demand totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Sixth year (optional),Supply totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Fifth year (optional),Demand totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Fifth year (optional),Supply totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Fourth year (optional),Demand totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Fourth year (optional),Supply totals,,,,,
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Third year,Demand totals,214786,232678,252409,267414.9519,294642.4274
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Third year,Supply totals,270524,278541,283814,267414.9519,294642.4274
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Second year,Demand totals,214786,232678,252409,267414.9519,294642.4274
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,Second year,Supply totals,270524,278541,283814,267414.9519,294642.4274
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,First year,Demand totals,214786,232678,252409,267414.9519,294642.4274
1239,Inland Empire Utilities Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,524,First year,Supply totals,270524,278541,283814,267414.9519,294642.4274
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Sixth year (optional),Demand totals,,,,,
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Sixth year (optional),Supply totals,,,,,
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Fifth year (optional),Demand totals,,,,,
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Fifth year (optional),Supply totals,,,,,
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Fourth year (optional),Demand totals,61390,62575,64075,65600,65600
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,First year,Supply totals,113438,113438,113438,113438,113438
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Third year,Demand totals,61390,62575,64075,65600,65600
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Third year,Supply totals,84176,84176,84176,84176,84176
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Second year,Demand totals,61390,62575,64075,65600,65600
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Second year,Supply totals,92782,92782,92782,92782,92782
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,First year,Demand totals,61390,62575,64075,65600,65600
1288,Kern County Water Agency Improvement District No 4,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,501,Fourth year (optional),Supply totals,79012,79012,79012,79012,79012
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Sixth year (optional),Supply totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Fifth year (optional),Demand totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Fifth year (optional),Supply totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Fourth year (optional),Demand totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Fourth year (optional),Supply totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Sixth year (optional),Demand totals,,,,,
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Third year,Supply totals,2146000,2234000,2394000,2487000,2546000
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Second year,Demand totals,2001000,2118000,2171000,2216000,2258000
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Second year,Supply totals,2146000,2234000,2394000,2487000,2546000
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,First year,Demand totals,2001000,2118000,2171000,2216000,2258000
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,First year,Supply totals,2146000,2234000,2394000,2487000,2546000
1599,Metropolitan Water District Of Southern California,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,314,Third year,Demand totals,2001000,2118000,2171000,2216000,2258000
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,First year,Demand totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Second year,Supply totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Second year,Demand totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Third year,Supply totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Third year,Demand totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Fourth year (optional),Supply totals,,,,,
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Fourth year (optional),Demand totals,,,,,
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Fifth year (optional),Supply totals,,,,,
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Fifth year (optional),Demand totals,,,,,
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Sixth year (optional),Supply totals,,,,,
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,First year,Supply totals,148366,153186,159079,165164,170700
1635,Mojave Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,589,Sixth year (optional),Demand totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,First year,Demand totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,First year,Supply totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Second year,Supply totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Second year,Demand totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Third year,Supply totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Third year,Demand totals,22650,22650,22650,22650,22650
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Fourth year (optional),Supply totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Fourth year (optional),Demand totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Fifth year (optional),Supply totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Fifth year (optional),Demand totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Sixth year (optional),Supply totals,,,,,
1642,Monte Vista Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,567,Sixth year (optional),Demand totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Sixth year (optional),Demand totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Sixth year (optional),Supply totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Fifth year (optional),Demand totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Fifth year (optional),Supply totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Fourth year (optional),Demand totals,,,,,
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,First year,Supply totals,213101,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Third year,Demand totals,0,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Third year,Supply totals,0,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Second year,Demand totals,0,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Second year,Supply totals,0,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,First year,Demand totals,213101,225215,220921,216374,215549
1684,Municipal Water District Of Orange County (MWDOC),Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,359,Fourth year (optional),Supply totals,,,,,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Sixth year (optional),Demand totals,,,,,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Sixth year (optional),Supply totals,,,,,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Fifth year (optional),Demand totals,,,,,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Fifth year (optional),Supply totals,,,,,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Fourth year (optional),Demand totals,7953,8350,8768,9206,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,First year,Supply totals,15000,15000,15000,15000,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Third year,Demand totals,7953,8350,8768,9206,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Third year,Supply totals,15000,15000,15000,15000,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Second year,Demand totals,7953,8350,8768,9206,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Second year,Supply totals,15000,15000,15000,15000,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,First year,Demand totals,7953,8350,8768,9206,
1749,North Of The River Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,843,Fourth year (optional),Supply totals,15000,15000,15000,15000,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,First year,Demand totals,142335,152651,165272,178971,200562
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Second year,Supply totals,204500,231000,233500,235500,236500
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Second year,Demand totals,142335,152651,165272,178971,200562
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Third year,Supply totals,204500,231000,233500,235500,236500
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Third year,Demand totals,142335,152651,165272,178971,200562
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,First year,Supply totals,204500,231000,233500,235500,236500
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Fourth year (optional),Demand totals,,,,,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Fifth year (optional),Supply totals,,,,,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Fifth year (optional),Demand totals,,,,,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Sixth year (optional),Supply totals,,,,,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Sixth year (optional),Demand totals,,,,,
1927,Placer County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2090,Fourth year (optional),Supply totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,First year,Supply totals,4979,4979,4979,4979,4979
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,First year,Demand totals,4624,4625,4626,4627,4628
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Second year,Supply totals,4702,4702,4702,4702,4702
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Second year,Demand totals,4624,4625,4626,4627,4628
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Third year,Supply totals,4426,4426,4426,4426,4426
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Third year,Demand totals,4624,4625,4626,4627,4628
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Fourth year (optional),Supply totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Fourth year (optional),Demand totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Fifth year (optional),Supply totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Fifth year (optional),Demand totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Sixth year (optional),Demand totals,,,,,
1954,Port Hueneme Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2087,Sixth year (optional),Supply totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Sixth year (optional),Demand totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Sixth year (optional),Supply totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,First year,Supply totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,First year,Demand totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Second year,Supply totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Second year,Demand totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Third year,Supply totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Third year,Demand totals,17695,24824,35693,35693,35693
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Fourth year (optional),Supply totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Fourth year (optional),Demand totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Fifth year (optional),Supply totals,,,,,
2130,Sacramento  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,326,Fifth year (optional),Demand totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Sixth year (optional),Demand totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,First year,Demand totals,4120,4826,5733,6233,6769
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Second year,Supply totals,5000,5000,6000,7000,7000
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Second year,Demand totals,4120,4826,5733,6233,6769
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Third year,Supply totals,5000,5000,6000,7000,7000
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,First year,Supply totals,5000,5000,6000,7000,7000
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Fourth year (optional),Supply totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Fourth year (optional),Demand totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Fifth year (optional),Supply totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Fifth year (optional),Demand totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Sixth year (optional),Supply totals,,,,,
2132,Sacramento County Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,414,Third year,Demand totals,4120,4826,5733,6233,6769
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,First year,Supply totals,9819,9819,9819,9819,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Sixth year (optional),Demand totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Sixth year (optional),Supply totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Fifth year (optional),Demand totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Fifth year (optional),Supply totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Fourth year (optional),Demand totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Fourth year (optional),Supply totals,,,,,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Third year,Demand totals,9819,9819,9819,9819,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Third year,Supply totals,9819,9819,9819,9819,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Second year,Demand totals,9819,9819,9819,9819,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,Second year,Supply totals,9819,9819,9819,9819,
2146,San Antonio Water Company,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,532,First year,Demand totals,9819,9819,9819,9819,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,First year,Supply totals,5950,6497,6497,6497,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Sixth year (optional),Demand totals,,,,,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,First year,Demand totals,5950,6497,6497,6497,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Second year,Supply totals,4125,4125,4125,5124,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Second year,Demand totals,4125,4125,4125,5124,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Third year,Supply totals,4125,4125,4125,5124,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Third year,Demand totals,4125,4125,4125,5124,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Fourth year (optional),Supply totals,,,,,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Fourth year (optional),Demand totals,,,,,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Fifth year (optional),Supply totals,,,,,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Fifth year (optional),Demand totals,,,,,
2149,San Benito County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,791,Sixth year (optional),Supply totals,,,,,
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Sixth year (optional),Demand totals,,,,,
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,First year,Demand totals,44107,44888,45258,46002,45358
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Second year,Supply totals,44107,44888,45258,46002,45358
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Second year,Demand totals,44107,44888,45258,46002,45358
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Third year,Supply totals,44107,44888,45258,46002,45358
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,First year,Supply totals,44107,44888,45258,46002,45358
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Fourth year (optional),Supply totals,,,,,
2156,San Bernardino Valley Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1145,Fourth year (optional),Demand totals,,,,,
