ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
678,Davis  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,26080,26080,26080,26080,0
699,Del Oro Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1645.713941,1645.713941,1645.713941,1645.713941,1645.713941
699,Del Oro Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1424.279141,1454.391629,1485.16757,1516.616146,1548.755723
711,Delano  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,22717,25070,28844,31185,34015
711,Delano  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13931,15728,17273,18929,21000
727,Desert Water Agency,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Demand totals,43470,45366,47268,49270,51060
727,Desert Water Agency,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Supply totals,52800,54700,55100,56700,57600
731,Diablo Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16838.98763,16838.98763,20411.17309,20411.17309,20411.17309
731,Diablo Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6944.893205,9317.143513,11677.11827,14049.36858,16415.48111
737,Dinuba  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5616.064766,6515.248906,7543.326335,8752.468148,10145.74323
737,Dinuba  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5616.064766,6515.248906,9783.614466,10992.75628,14626.31949
739,Discovery Bay Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,7672.219625,7672.219625,7672.219625,7672.219625,7672.219625
739,Discovery Bay Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4211.035841,4211.035841,4211.035841,5092.880765,6159.288604
748,Downey  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,18715,19430,19761.1,20097,20439
748,Downey  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,18715,19430,19761,20097,20439
759,Dublin San Ramon Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17583,18671,19426,20043,20043
759,Dublin San Ramon Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17583,18671,19426,20043,20043
775,East Bay Municipal Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,255478.9292,260183.5343,267688.4995,277097.7096,280123.6331
775,East Bay Municipal Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,255475.7068,260180.3119,267686.8116,277096.0218,280118.8763
784,East Niles Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,19550,19550,19550,19550,0
784,East Niles Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,14381,15744,17126,18542,0
785,East Orange County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,955,1025,1032,1032,1033
785,East Orange County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,955,1025,1032,1032,1033
787,East Palo Alto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2899,2899,2899,2899,2899
787,East Palo Alto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2251,2398,2578,2845,3417
793,East Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,34760,39760,39760,39760,39760
793,East Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,18360,20306,22300,22916,23200
794,Eastern Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,145745,159834,172917,185800,197800
794,Eastern Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,135745,147834,160917,173800,185800
814,El Centro  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8879,9080,9300,9536,9789
814,El Centro  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8880,9081,9300,9536,9790
816,El Dorado Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,43225,46584,50436,52859,55790
816,El Dorado Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,77490,107690,107790,107990,108190
821,El Monte  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2071.499299,2200.392588,2274.045897,2412.14585,0
821,El Monte  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2114.463729,2565.590243,2565.590243,2565.590243,0
827,El Segundo  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17299,17457,17618,17782,0
827,El Segundo  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17335,17493,17654,17818,0
830,El Toro Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8320.9,9053.9,9083,8975,8945
830,El Toro Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8321,9054,9083,8975,8945
835,Elk Grove Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,7693.5,7917,7972,8038.5,8058.5
835,Elk Grove Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7694,7917,7972,8039,8059
842,Elsinore Valley Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,44270,51247,55647,65547,69947
842,Elsinore Valley Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,44052,52396,52971,61246,61476
851,Escondido  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,24903,25419,25840,26099,26328
851,Escondido  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,24903,25419,25840,26099,26328
856,Estero Municipal Improvement District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4618.676214,4634.020654,4719.949513,4781.32727,4827.360588
856,Estero Municipal Improvement District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6610.384429,6610.384429,6610.384429,6610.384429,6610.384429
859,Eureka  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5861.575794,5861.575794,5861.575794,5861.575794,0
859,Eureka  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4416.129616,4560.367345,4713.811738,4873.393906,0
863,Exeter  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,157440.0845,157440.0845,157440.0845,157440.0845,157440.0845
863,Exeter  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2445.903616,2593.210233,2749.723514,2915.443458,3090.370065
866,Fair Oaks Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11768,12080,12398,12726,0
866,Fair Oaks Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,23338,23338,23338,23338,0
867,Fairfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,30099.65203,33800.73078,38597.40249,42301.55012,42301.55012
867,Fairfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,19837.29106,21577.35047,23375.71875,25244.67145,26558.15545
873,Fallbrook Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12034,13584,14063,14247,0
873,Fallbrook Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16091,17741,18220,18404,0
890,Fillmore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6521,6587,6587,6587,6587
890,Fillmore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2812.247563,3157.720096,3303.656782,3457.003723,3618.214611
904,Folsom  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,25575,27687,28527,29285,29923
904,Folsom  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,38790,38790,38790,38790,38790
920,Fortuna  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1558.995028,1632.648336,1617.303897,1570.503357,0
920,Fortuna  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1558.995028,1632.648336,1620.372785,1571.270579,0
924,Fountain Valley  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,10778,11741,11800,11800,11800
924,Fountain Valley  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10777,11740,11802,11802,11802
934,Fresno  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,235700,264000,274100,292900,301100
934,Fresno  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,308700,329900,342000,354100,366200
966,Fruitridge Vista Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Supply totals,14903,14903,14903,14903,14903
966,Fruitridge Vista Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Demand totals,3596,6609,6609,6609,6609
967,Fullerton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,26699,28661,28858,28850,28891
967,Fullerton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,26699,28661,28858,28850,28891
972,Galt  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5760,6296,6889,7543,8266
972,Galt  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5760,6296,6889,7543,8266
977,Garden Grove  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,24078,25847,26024,26017,26055
977,Garden Grove  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,24078,25847,26024,26017,26055
990,Georgetown Divide Public Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7140,8426,9748,11119,0
990,Georgetown Divide Public Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12200,12200,12200,12200,0
995,Gilroy  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10949.50427,12460.12688,14167.17337,15453.78223,16740.39109
995,Gilroy  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,51680.07139,54534.13709,56927.86962,57725.78046,57695.09158
1004,Glendale  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,39540,39540,39540,39540,39540
1004,Glendale  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,30555,30984,31421,31864,32313
1005,Glendora  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11370,11636.01,11908,12187,12472
1005,Glendora  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11370,11636,11908,12187,12472
1019,Golden Hills Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1256,1320,1387,1458,0
1019,Golden Hills Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1256,1320,1387,1458,0
1029,Golden State Water Company - Artesia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6351.49,6414.51,6479.6,6544.69,6610.11
1029,Golden State Water Company - Artesia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6351.48,6414.52,6479.61,6544.69,6610.1
1030,Golden State Water Company - Barstow,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8546.63,8738.35,8930.09,9121.82,9313.58
1030,Golden State Water Company - Barstow,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8547.07,8738.81,8930.55,9122.29,9314.03
1031,Golden State Water Company - Bay Point,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2437,2563.59,2699.51,2837.53,2979.45
1031,Golden State Water Company - Bay Point,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2437.01,2563.59,2699.52,2837.54,2979.45
1032,Golden State Water Company - Bell-Bell Gardens,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5673.72,5740.56,5786.35,5832.15,5877.93
1032,Golden State Water Company - Bell-Bell Gardens,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5673.73,5740.56,5786.36,5832.15,5877.94
1034,Golden State Water Company - Claremont,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12061.38,12264.05,12471.52,12682.14,12894.13
1034,Golden State Water Company - Claremont,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12061.39,12264.04,12471.53,12682.14,12894.14
1036,Golden State Water Company - Cordova,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17342.09,17697.41,18311.8,18968.35,19752.26
1036,Golden State Water Company - Cordova,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17342.09,17697.4,18311.81,18968.33,19752.27
1038,Golden State Water Company - Culver City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5972.52,6043.11,6113.7,6185.29,6258.35
1038,Golden State Water Company - Culver City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5972.53,6043.12,6113.7,6185.29,6258.35
1041,Golden State Water Company - Florence Graham,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5603.17,5699.34,5797.03,5896.22,5997.24
1041,Golden State Water Company - Florence Graham,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5603.15,5699.35,5797.03,5896.22,5997.23
1049,Golden State Water Company - Norwalk,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5381.27,5429.55,5477.82,5526.45,5575.06
1049,Golden State Water Company - Norwalk,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5381.28,5429.55,5477.82,5526.44,5575.06
1052,Golden State Water Company - Orcutt,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8568.6,8677.62,8787.24,8898.09,9010.13
1052,Golden State Water Company - Orcutt,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8568.6,8677.62,8787.24,8898.07,9010.12
1053,Golden State Water Company - Placentia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8107.54,8309.71,8517.42,8734.4,8957.31
1053,Golden State Water Company - Placentia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8107.53,8309.71,8517.41,8734.41,8957.31
1054,Golden State Water Company - San Dimas,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13465.69,13625.29,13785.4,13946,14107.09
1054,Golden State Water Company - San Dimas,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13465.64,13625.25,13785.36,13945.96,14107.04
1057,Golden State Water Company - Simi Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7600.94,7718.32,7837.3,7959.67,8084.07
1057,Golden State Water Company - Simi Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,7600.93,7718.32,7837.3,7959.67,8084.07
1058,Golden State Water Company - South Arcadia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3733.13,3803.16,3873.95,3945.9,4018.65
1058,Golden State Water Company - South Arcadia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3733.13,3803.15,3873.94,3945.9,4018.64
1059,Golden State Water Company - South San Gabriel,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2966.39,3017.86,3071.11,3127.76,3184.79
1059,Golden State Water Company - South San Gabriel,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2966.19,3017.66,3070.9,3127.55,3184.57
1060,Golden State Water Company - Southwest,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,33080.47,33500.57,33924.84,34354.39,34789.18
1060,Golden State Water Company - Southwest,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,33080.48,33500.57,33924.83,34354.39,34789.18
1062,Golden State Water Company - West Orange,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16721.7,16983.41,17246.13,17509.51,17700.57
1062,Golden State Water Company - West Orange,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,16721.7,16983.4,17246.12,17509.52,17700.57
1068,Goleta Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,15069,15700,16096,16391,0
1068,Goleta Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16657,16697,16737,16737,0
1083,Great Oaks Water Company Incorporated,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,35000.66593,35000.66593,35000.66593,35000.66593,35000.66593
1083,Great Oaks Water Company Incorporated,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9452.174578,10108.91658,10830.10522,11612.67162,12478.098
1093,Greenfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4530000,4530000,4530000,4530000,4530000
1093,Greenfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1609,1727,1778,1963,2170
1109,Groveland Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,500.2287196,503.2976074,506.3664953,509.4353831,512.504271
1109,Groveland Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,500.2287196,503.2976074,506.3664953,509.4353831,512.504271
1125,Hanford  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,18439.87959,20936.57523,23433.27086,25929.9665,0
1125,Hanford  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,18439.87959,20936.57523,23433.27086,25929.9665,0
1142,Hawthorne  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4599,4633,4667,4751,4786
1142,Hawthorne  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4599,4633,4667,4751,4786
1143,Hayward  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,27159.65747,28602.03476,29461.32336,30136.47869,31486.78934
1143,Hayward  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,27159.65747,28602.03476,29461.32336,30136.47869,31486.78934
1144,Healdsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2799,3149,3473,3639,3814
1144,Healdsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5029,5029,5196,5196,5196
1154,Helix Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,31274,32454,32546,32938,33316
1154,Helix Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31274,32454,32546,32938,33316
1157,Hemet  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5542,5542,5542,5542,5542
1157,Hemet  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4860,4960,5040,5110,5150
1166,Hesperia Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,15078,16298,17743,19297,0
1166,Hesperia Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,15078,16297,17742,19297,0
1167,Hi Desert Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,19752,22627,24832,33284,28913
1167,Hi Desert Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3605,4389,4639,4884,5120
1181,Hillsborough  Town Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4581,4581,4581,4581,4581
1181,Hillsborough  Town Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3264,3200,3200,3200,3200
1188,Hollister  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6622,6433,6259,6098,0
1188,Hollister  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4000,4397,4869,5442,0
1210,Humboldt Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2514.306753,2615.764813,2722.103523,2832.720845,0
1210,Humboldt Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2513.419149,2614.692448,2722.103523,2832.583486,0
1215,Huntington Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,29966,31410,31555,31549,31580
1215,Huntington Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,36152,39234,39439,39433,39474
1217,Huntington Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4905,4905,4905,4905,4905
1217,Huntington Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4904,4904,4904,4904,4904
1234,Indian Wells Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8255,8453,8657,8860,9311
1234,Indian Wells Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,20000,20000,20000,20000,20000
1236,Indio  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,26820,30090,34790,39060,42910
1236,Indio  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,27010,32360,45130,47480,49250
1238,Inglewood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11191,11377,11269,11160,11051
1238,Inglewood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11191,11376,11269,11160,11050
1245,Irvine Ranch Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,145197,157549,157549,157549,0
1245,Irvine Ranch Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,96445,105961,109430,111277,0
1270,Joshua Basin Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1855,1875,1935,1995,2035
1270,Joshua Basin Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1761,1784,1842,1898,1960
1273,Jurupa Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31993,36493,40993,40993,40993
1273,Jurupa Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,25477,28088,30968,34151,37670
1286,Kerman  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3461.705495,3909.763121,4419.198504,5002.287196,5668.235859
1286,Kerman  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3462.93305,3909.763121,4419.812282,5002.594084,5667.315193
1304,Kingsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3977.278654,4235.065233,4471.369597,4729.156177,4928.633887
1304,Kingsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3977.278654,4235.065233,4471.369597,4729.156177,4928.633887
1324,La Habra  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8606,9152,9165,9182,9158
1324,La Habra  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8606,9151,9165,9181,9158
1327,La Palma  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2036,2186,2201,2200,2204
1327,La Palma  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2037,2186,2201,2200,2204
1333,La Verne  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13780,13780,13780,13780,0
1333,La Verne  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7616,7902,8200,8506,0
1335,Laguna Beach County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3304,3588,3601,3558,3547
1335,Laguna Beach County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6093,7093,7093,7093,7093
1343,Lake Arrowhead Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2253,2253,2253,2253,2253
1343,Lake Arrowhead Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1997,2052,2102,2145,2193
1352,Lake Hemet Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17800,18320,18880,19410,0
1352,Lake Hemet Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,16475,16969,17486,18035,0
1368,Lakeside Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4138,4703,4869,4925,0
